Business_ID,Business_Name,Financial_Health_Score,Risk_Category,Confidence,Recommended_Loan_Amount,Recommended_Tenure_Months,Recommended_Interest_Band,Approval_Decision,Scoring_Rationale
MSME001,Balaji Residency,100.0,Low,0.922,4932799.28,36,10.5% - 12.5%,Approve,Volatility 0.22 → +11.6 | Buffer 48.4d → +9.7 | ExpRatio 0.85 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.07 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME237,Zaira Kirana,59.58,Medium,0.895,2005807.45,36,13.0% - 15.5%,Conditional Approval,Volatility 0.30 → +10.5 | Buffer 11.2d → +2.2 | ExpRatio 0.99 → -10.0 | EMI ratio 0.10 → -4.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME238,Annapurna Textiles,46.04,High,0.942,1097241.78,12,16.0% - 20.0%,Reject,Volatility 0.15 → +12.7 | Buffer 1.5d → +0.3 | ExpRatio 1.01 → -10.0 | EMI ratio 0.21 → -8.0 | Growth 0.13 → +5.0 | GST reg 0.92 → +7.3 | Bounces 3 → -9.0 | MinBal → -6.0
MSME239,Ludhiana Coffee House,75.98,Low,0.98,2439697.35,48,10.5% - 12.5%,Approve,Volatility 0.06 → +14.1 | Buffer 17.6d → +3.5 | ExpRatio 0.93 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME240,Royal Kirana,69.33,Medium,0.91,3118937.41,48,13.0% - 15.5%,Conditional Approval,Volatility 0.26 → +11.1 | Buffer 21.8d → +4.4 | ExpRatio 0.92 → -10.0 | EMI ratio 0.07 → +0.0 | Growth -0.14 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME241,Shree Motors,83.57,Low,0.974,4558920.6,60,10.5% - 12.5%,Approve,Volatility 0.08 → +13.9 | Buffer 18.2d → +3.6 | ExpRatio 0.91 → -2.0 | EMI ratio 0.04 → +0.0 | Growth 0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME242,New General Store,88.33,Low,0.934,4782339.94,36,10.5% - 12.5%,Approve,Volatility 0.19 → +12.2 | Buffer 39.6d → +7.9 | ExpRatio 0.87 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME243,Sri Pharmacy,100.0,Low,0.98,3896702.23,60,10.5% - 12.5%,Approve,Volatility 0.03 → +14.5 | Buffer 50.2d → +10.0 | ExpRatio 0.83 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME244,Bengaluru Hardware,44.32,High,0.934,878003.78,12,16.0% - 20.0%,Reject,Volatility 0.15 → +12.7 | Buffer -0.2d → +-0.0 | ExpRatio 1.03 → -10.0 | EMI ratio 0.18 → -4.0 | Growth 0.09 → +5.0 | GST reg 0.75 → +6.0 | Bounces 5 → -12.0 | MinBal → -6.0
MSME245,Ganesh Kirana,47.05,High,0.934,569577.05,24,16.0% - 20.0%,Reject,Volatility 0.13 → +13.1 | Buffer -2.6d → +-0.5 | ExpRatio 1.03 → -10.0 | EMI ratio 0.16 → -4.0 | Growth -0.09 → -3.0 | GST reg 0.58 → +4.7 | Bounces 1 → -3.0 | MinBal → -6.0
MSME246,Annapurna Restaurant,93.16,Low,0.979,2613117.43,48,10.5% - 12.5%,Approve,Volatility 0.06 → +14.1 | Buffer 29.5d → +5.9 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME247,Kochi General Store,68.56,Medium,0.94,2184897.69,36,13.0% - 15.5%,Conditional Approval,Volatility 0.17 → +12.4 | Buffer 1.6d → +0.3 | ExpRatio 0.98 → -10.0 | EMI ratio 0.07 → +0.0 | Growth 0.14 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME248,Ganesh Family Dhaba,65.8,Medium,0.978,3763383.69,48,13.0% - 15.5%,Conditional Approval,Volatility 0.06 → +14.1 | Buffer 12.8d → +2.6 | ExpRatio 0.95 → -10.0 | EMI ratio 0.06 → +0.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME249,Sri Transport,61.31,Medium,0.944,2398411.68,48,13.0% - 15.5%,Conditional Approval,Volatility 0.16 → +12.6 | Buffer 7.8d → +1.6 | ExpRatio 1.00 → -10.0 | EMI ratio 0.18 → -8.0 | Growth 0.27 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME250,Ahmedabad Mobile World,66.36,Medium,0.91,3746663.97,36,13.0% - 15.5%,Conditional Approval,Volatility 0.26 → +11.1 | Buffer 9.2d → +1.8 | ExpRatio 1.00 → -10.0 | EMI ratio 0.10 → +0.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME251,Om Sai Restaurant,47.53,High,0.898,1134288.88,24,16.0% - 20.0%,Reject,Volatility 0.26 → +11.1 | Buffer 0.8d → +0.2 | ExpRatio 1.01 → -10.0 | EMI ratio 0.13 → -4.0 | Growth -0.43 → -6.0 | GST reg 0.75 → +6.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME252,Sunita Infra,39.18,High,0.876,0.0,0,N/A,Reject,Volatility 0.28 → +10.8 | Buffer 5.5d → +1.1 | ExpRatio 0.99 → -10.0 | EMI ratio 0.17 → -4.0 | Growth -0.18 → -6.0 | GST reg 0.50 → +4.0 | Bounces 3 → -9.0 | MinBal → -6.0
MSME253,Annapurna Provisions,62.34,Medium,0.915,1373651.85,36,13.0% - 15.5%,Conditional Approval,Volatility 0.24 → +11.4 | Buffer 7.6d → +1.5 | ExpRatio 1.00 → -10.0 | EMI ratio 0.15 → -4.0 | Growth -0.05 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME254,Om Sai Residency,68.7,Medium,0.941,2272723.83,48,13.0% - 15.5%,Conditional Approval,Volatility 0.17 → +12.5 | Buffer 14.5d → +2.9 | ExpRatio 1.00 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.06 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME255,Shree Sanitary & Hardware,90.1,Low,0.96,3733248.2,48,10.5% - 12.5%,Approve,Volatility 0.11 → +13.3 | Buffer 23.9d → +4.8 | ExpRatio 0.89 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.05 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME256,Om Sai Fashions,38.74,High,0.93,0.0,0,N/A,Reject,Volatility 0.16 → +12.5 | Buffer -8.0d → +-1.6 | ExpRatio 1.06 → -10.0 | EMI ratio 0.26 → -12.0 | Growth 0.31 → +8.0 | GST reg 0.75 → +6.0 | Bounces 4 → -12.0 | MinBal → -6.0
MSME257,Ganesh Sarees,91.2,Low,0.942,7326611.57,60,10.5% - 12.5%,Approve,Volatility 0.17 → +12.5 | Buffer 22.3d → +4.5 | ExpRatio 0.92 → -2.0 | EMI ratio 0.08 → +0.0 | Growth 0.39 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME258,Rajkot Confectionery,64.8,Medium,0.936,1169038.27,24,13.0% - 15.5%,Conditional Approval,Volatility 0.11 → +13.3 | Buffer 17.6d → +3.5 | ExpRatio 0.96 → -10.0 | EMI ratio 0.08 → +0.0 | Growth -0.10 → -3.0 | GST reg 0.50 → +4.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME259,Krishna Builders,69.02,Medium,0.934,3288687.78,36,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.2 | Buffer 14.0d → +2.8 | ExpRatio 0.95 → -10.0 | EMI ratio 0.06 → +0.0 | Growth 0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME260,Star Medi Plus,92.56,Low,0.98,1627904.74,36,10.5% - 12.5%,Approve,Volatility 0.03 → +14.5 | Buffer 34.5d → +6.9 | ExpRatio 0.91 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME261,Om Sai Dairy,64.86,Medium,0.957,2216658.33,36,13.0% - 15.5%,Conditional Approval,Volatility 0.12 → +13.1 | Buffer -0.3d → +-0.1 | ExpRatio 1.00 → -10.0 | EMI ratio 0.11 → -4.0 | Growth 0.24 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME262,Balaji Constructions,92.52,Low,0.953,9631925.87,60,10.5% - 12.5%,Approve,Volatility 0.13 → +13.0 | Buffer 27.1d → +5.4 | ExpRatio 0.88 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.18 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME263,Annapurna Garments,66.73,Medium,0.913,1817738.0,24,13.0% - 15.5%,Conditional Approval,Volatility 0.25 → +11.3 | Buffer 16.4d → +3.3 | ExpRatio 0.96 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.07 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME264,Rajesh Fabrics,89.49,Low,0.949,5590630.23,36,10.5% - 12.5%,Approve,Volatility 0.15 → +12.8 | Buffer 27.4d → +5.5 | ExpRatio 0.91 → -2.0 | EMI ratio 0.08 → +0.0 | Growth -0.01 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME265,New Lodge,71.82,Medium,0.921,3947072.66,48,13.0% - 15.5%,Conditional Approval,Volatility 0.23 → +11.6 | Buffer 14.8d → +3.0 | ExpRatio 0.95 → -10.0 | EMI ratio 0.09 → +0.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME266,New Milk Products,72.01,Medium,0.931,1727499.53,48,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.2 | Buffer 23.7d → +4.7 | ExpRatio 0.96 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.23 → -6.0 | GST reg 0.92 → +7.3 | Bounces 0 → -0.0 | MinBal → +3.0
MSME267,Om Sai Telecom,67.77,Medium,0.926,2150942.71,48,13.0% - 15.5%,Conditional Approval,Volatility 0.21 → +11.8 | Buffer -2.1d → +-0.4 | ExpRatio 1.02 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.32 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME268,Shree Pharmacy,32.5,High,0.957,0.0,0,N/A,Reject,Volatility 0.09 → +13.7 | Buffer -7.6d → +-1.5 | ExpRatio 1.07 → -10.0 | EMI ratio 0.24 → -8.0 | Growth 0.03 → +1.0 | GST reg 0.75 → +6.0 | Bounces 5 → -12.0 | MinBal → -6.0
MSME269,Om Sai Interiors,100.0,Low,0.96,5496082.79,36,10.5% - 12.5%,Approve,Volatility 0.11 → +13.3 | Buffer 40.3d → +8.1 | ExpRatio 0.87 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.07 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME270,Sri Health Care,100.0,Low,0.98,2816692.52,60,10.5% - 12.5%,Approve,Volatility 0.02 → +14.6 | Buffer 42.5d → +8.5 | ExpRatio 0.85 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME271,Om Sai General Store,80.78,Low,0.863,3031092.18,36,10.5% - 12.5%,Approve,Volatility 0.36 → +9.6 | Buffer 36.9d → +7.4 | ExpRatio 0.89 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.27 → -6.0 | GST reg 0.75 → +6.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME272,New Telecom,63.76,Medium,0.947,4156278.23,36,13.0% - 15.5%,Conditional Approval,Volatility 0.15 → +12.7 | Buffer 8.2d → +1.6 | ExpRatio 0.98 → -10.0 | EMI ratio 0.06 → +0.0 | Growth -0.16 → -6.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME273,Arun Restaurant,80.38,Low,0.965,6447665.73,48,10.5% - 12.5%,Approve,Volatility 0.10 → +13.5 | Buffer 23.5d → +4.7 | ExpRatio 0.90 → -2.0 | EMI ratio 0.05 → +0.0 | Growth -0.06 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME274,Deepak Agri Centre,70.26,Medium,0.925,2117337.53,36,13.0% - 15.5%,Conditional Approval,Volatility 0.22 → +11.8 | Buffer 12.3d → +2.5 | ExpRatio 0.98 → -10.0 | EMI ratio 0.15 → -4.0 | Growth 0.12 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME275,New Kirana,78.23,Low,0.914,2264770.35,48,10.5% - 12.5%,Approve,Volatility 0.25 → +11.3 | Buffer 30.7d → +6.1 | ExpRatio 0.92 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.09 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME276,Patna Sarees,100.0,Low,0.933,5155804.87,36,10.5% - 12.5%,Approve,Volatility 0.19 → +12.1 | Buffer 55.5d → +11.1 | ExpRatio 0.81 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.24 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME277,Annapurna Motors,90.53,Low,0.979,1592150.12,48,10.5% - 12.5%,Approve,Volatility 0.06 → +14.1 | Buffer 57.3d → +11.5 | ExpRatio 0.93 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME278,Suresh Transport,75.12,Low,0.959,6171442.22,36,10.5% - 12.5%,Approve,Volatility 0.12 → +13.2 | Buffer 9.0d → +1.8 | ExpRatio 0.97 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.09 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME279,Thiruvananthapuram Infra,42.43,High,0.899,2769433.44,12,16.0% - 20.0%,Reject,Volatility 0.22 → +11.7 | Buffer -2.8d → +-0.6 | ExpRatio 1.04 → -10.0 | EMI ratio 0.18 → -8.0 | Growth 0.33 → +8.0 | GST reg 0.50 → +4.0 | Bounces 5 → -12.0 | MinBal → -6.0
MSME280,Indore Builders,92.82,Low,0.931,12693031.12,48,10.5% - 12.5%,Approve,Volatility 0.20 → +12.1 | Buffer 40.6d → +8.1 | ExpRatio 0.83 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.04 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME281,Star Family Dhaba,71.1,Medium,0.98,4490005.33,48,13.0% - 15.5%,Conditional Approval,Volatility 0.04 → +14.4 | Buffer 10.1d → +2.0 | ExpRatio 0.97 → -10.0 | EMI ratio 0.10 → +0.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME282,Balaji Mobiles,69.84,Medium,0.925,3077870.1,24,13.0% - 15.5%,Conditional Approval,Volatility 0.21 → +11.8 | Buffer 8.5d → +1.7 | ExpRatio 1.00 → -10.0 | EMI ratio 0.06 → +0.0 | Growth -0.05 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME283,Chandigarh Kirana,82.94,Low,0.904,2299388.21,60,10.5% - 12.5%,Approve,Volatility 0.27 → +10.9 | Buffer 29.0d → +5.8 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.12 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME284,Krishna Bistro,34.54,High,0.896,0.0,0,N/A,Reject,Volatility 0.23 → +11.6 | Buffer -7.6d → +-1.5 | ExpRatio 1.07 → -10.0 | EMI ratio 0.25 → -12.0 | Growth 0.34 → +8.0 | GST reg 0.50 → +4.0 | Bounces 5 → -12.0 | MinBal → -6.0
MSME285,Iqbal Residency,68.09,Medium,0.928,3192333.09,48,13.0% - 15.5%,Conditional Approval,Volatility 0.20 → +11.9 | Buffer 4.3d → +0.9 | ExpRatio 0.99 → -10.0 | EMI ratio 0.12 → -4.0 | Growth 0.27 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME286,Balaji Fashions,50.5,High,0.919,829438.33,18,16.0% - 20.0%,Reject,Volatility 0.23 → +11.5 | Buffer 8.9d → +1.8 | ExpRatio 1.00 → -10.0 | EMI ratio 0.17 → -4.0 | Growth -0.18 → -6.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME287,New Pharmacy,64.42,Medium,0.972,946342.03,36,13.0% - 15.5%,Conditional Approval,Volatility 0.08 → +13.8 | Buffer 11.5d → +2.3 | ExpRatio 1.02 → -10.0 | EMI ratio 0.19 → -8.0 | Growth 0.14 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME288,Meena General Store,77.34,Low,0.932,4809783.32,48,10.5% - 12.5%,Approve,Volatility 0.19 → +12.1 | Buffer 29.9d → +6.0 | ExpRatio 0.88 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.07 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME289,New Digital World,62.76,Medium,0.921,2836303.07,36,13.0% - 15.5%,Conditional Approval,Volatility 0.23 → +11.6 | Buffer 8.5d → +1.7 | ExpRatio 1.02 → -10.0 | EMI ratio 0.17 → -4.0 | Growth -0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME290,Kavita Agri Centre,89.39,Low,0.943,6518001.59,36,10.5% - 12.5%,Approve,Volatility 0.16 → +12.6 | Buffer 24.2d → +4.8 | ExpRatio 0.92 → -2.0 | EMI ratio 0.07 → +0.0 | Growth 0.20 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME291,Balaji Apparels,34.44,High,0.898,0.0,0,N/A,Reject,Volatility 0.24 → +11.4 | Buffer -5.2d → +-1.0 | ExpRatio 1.05 → -10.0 | EMI ratio 0.21 → -8.0 | Growth 0.01 → +1.0 | GST reg 0.67 → +5.3 | Bounces 5 → -12.0 | MinBal → -6.0
MSME292,Bharat General Store,57.81,Medium,0.925,2661625.62,36,13.0% - 15.5%,Conditional Approval,Volatility 0.21 → +11.8 | Buffer 8.4d → +1.7 | ExpRatio 0.99 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.09 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME293,New Apparels,76.58,Low,0.886,5192528.69,60,10.5% - 12.5%,Approve,Volatility 0.32 → +10.1 | Buffer 26.6d → +5.3 | ExpRatio 0.90 → -2.0 | EMI ratio 0.06 → +0.0 | Growth -0.13 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME294,Sri Textiles,100.0,Low,0.94,3089240.63,60,10.5% - 12.5%,Approve,Volatility 0.17 → +12.4 | Buffer 40.7d → +8.1 | ExpRatio 0.83 → +3.0 | EMI ratio 0.00 → +2.0 | Growth 0.14 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME295,Balaji Milk Products,71.52,Medium,0.976,4416213.54,48,13.0% - 15.5%,Conditional Approval,Volatility 0.07 → +14.0 | Buffer 9.1d → +1.8 | ExpRatio 0.96 → -10.0 | EMI ratio 0.06 → +0.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME296,Royal Home Appliances,43.14,High,0.883,1958240.85,12,16.0% - 20.0%,Reject,Volatility 0.29 → +10.7 | Buffer -1.7d → +-0.3 | ExpRatio 1.03 → -10.0 | EMI ratio 0.20 → -8.0 | Growth -0.10 → -3.0 | GST reg 0.67 → +5.3 | Bounces 0 → -0.0 | MinBal → -6.0
MSME297,Bharat Coffee House,82.45,Low,0.98,1573738.29,60,10.5% - 12.5%,Approve,Volatility 0.05 → +14.2 | Buffer 32.3d → +6.5 | ExpRatio 0.95 → -10.0 | EMI ratio 0.00 → +2.0 | Growth -0.00 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME298,Royal Doodh Bhandar,81.35,Low,0.98,4399520.59,36,10.5% - 12.5%,Approve,Volatility 0.04 → +14.4 | Buffer 21.0d → +4.2 | ExpRatio 0.92 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME299,Royal Medi Plus,91.59,Low,0.98,2805959.91,60,10.5% - 12.5%,Approve,Volatility 0.02 → +14.6 | Buffer 34.2d → +6.8 | ExpRatio 0.86 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.02 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME300,Sri Constructions,64.97,Medium,0.886,4818218.96,36,13.0% - 15.5%,Conditional Approval,Volatility 0.28 → +10.8 | Buffer 3.3d → +0.7 | ExpRatio 0.98 → -10.0 | EMI ratio 0.09 → +0.0 | Growth 0.06 → +5.0 | GST reg 0.67 → +5.3 | Bounces 0 → -0.0 | MinBal → -6.0
MSME301,Star Freight Services,38.95,High,0.925,0.0,0,N/A,Reject,Volatility 0.17 → +12.5 | Buffer -3.1d → +-0.6 | ExpRatio 1.04 → -10.0 | EMI ratio 0.19 → -8.0 | Growth -0.10 → -3.0 | GST reg 0.67 → +5.3 | Bounces 1 → -3.0 | MinBal → -6.0
MSME302,Sri Kirana,33.35,High,0.878,0.0,0,N/A,Reject,Volatility 0.28 → +10.8 | Buffer 0.9d → +0.2 | ExpRatio 1.04 → -10.0 | EMI ratio 0.11 → -4.0 | Growth -0.06 → -3.0 | GST reg 0.50 → +4.0 | Bounces 6 → -12.0 | MinBal → -6.0
MSME303,New Roadways,67.42,Medium,0.938,2015770.93,36,13.0% - 15.5%,Conditional Approval,Volatility 0.18 → +12.4 | Buffer -0.1d → +-0.0 | ExpRatio 0.99 → -10.0 | EMI ratio 0.11 → -4.0 | Growth 0.43 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME304,Pooja Medicals,82.8,Low,0.98,3458868.36,60,10.5% - 12.5%,Approve,Volatility 0.04 → +14.4 | Buffer 20.6d → +4.1 | ExpRatio 0.91 → -2.0 | EMI ratio 0.05 → +0.0 | Growth -0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME305,Sri Farm Supplies,50.87,High,0.911,314658.57,12,16.0% - 20.0%,Reject,Volatility 0.26 → +11.2 | Buffer -2.2d → +-0.4 | ExpRatio 1.15 → -10.0 | EMI ratio 0.30 → -12.0 | Growth 0.48 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -6.0
MSME306,Sri Confectionery,61.59,Medium,0.933,2039873.79,48,13.0% - 15.5%,Conditional Approval,Volatility 0.19 → +12.1 | Buffer 9.7d → +1.9 | ExpRatio 0.97 → -10.0 | EMI ratio 0.08 → +0.0 | Growth -0.05 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME307,Royal Offset Press,67.24,Medium,0.953,1159935.08,24,13.0% - 15.5%,Conditional Approval,Volatility 0.14 → +13.0 | Buffer 9.5d → +1.9 | ExpRatio 0.99 → -10.0 | EMI ratio 0.15 → -4.0 | Growth 0.03 → +1.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME308,Sri Provisions,91.7,Low,0.935,4394347.34,60,10.5% - 12.5%,Approve,Volatility 0.19 → +12.2 | Buffer 28.6d → +5.7 | ExpRatio 0.87 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.14 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME309,New Hotel,100.0,Low,0.941,3206837.92,48,10.5% - 12.5%,Approve,Volatility 0.17 → +12.4 | Buffer 57.3d → +11.5 | ExpRatio 0.85 → +3.0 | EMI ratio 0.00 → +2.0 | Growth -0.09 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME310,Bharat Bakery,72.19,Medium,0.908,1114649.46,24,13.0% - 15.5%,Conditional Approval,Volatility 0.26 → +11.0 | Buffer 10.5d → +2.1 | ExpRatio 1.00 → -10.0 | EMI ratio 0.13 → -4.0 | Growth 0.32 → +8.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME311,Sri Hardware,89.32,Low,0.933,2761377.07,60,10.5% - 12.5%,Approve,Volatility 0.19 → +12.1 | Buffer 25.7d → +5.1 | ExpRatio 0.89 → -2.0 | EMI ratio 0.00 → +2.0 | Growth 0.17 → +5.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
MSME312,Om Sai Digital World,39.52,High,0.946,0.0,0,N/A,Reject,Volatility 0.12 → +13.2 | Buffer -10.8d → +-2.2 | ExpRatio 1.09 → -10.0 | EMI ratio 0.32 → -12.0 | Growth 0.16 → +5.0 | GST reg 0.75 → +6.0 | Bounces 3 → -9.0 | MinBal → -6.0
MSME313,Ahmedabad Kirana,88.34,Low,0.967,3037155.26,60,10.5% - 12.5%,Approve,Volatility 0.09 → +13.6 | Buffer 29.9d → +6.0 | ExpRatio 0.90 → -2.0 | EMI ratio 0.00 → +2.0 | Growth -0.05 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → +3.0
MSME314,Vikram Farm Supplies,41.12,High,0.916,1030774.0,24,16.0% - 20.0%,Reject,Volatility 0.19 → +12.1 | Buffer -1.9d → +-0.4 | ExpRatio 1.01 → -10.0 | EMI ratio 0.14 → -4.0 | Growth 0.19 → +5.0 | GST reg 0.67 → +5.3 | Bounces 6 → -12.0 | MinBal → -6.0
MSME315,Ganesh General Store,64.94,Medium,0.914,1211331.9,36,13.0% - 15.5%,Conditional Approval,Volatility 0.25 → +11.3 | Buffer 8.8d → +1.8 | ExpRatio 1.00 → -10.0 | EMI ratio 0.08 → +0.0 | Growth -0.08 → -3.0 | GST reg 1.00 → +8.0 | Bounces 0 → -0.0 | MinBal → -2.0
